LAT,LON,SST
1.0,1.0,27.044347135955853
1.0,2.0,26.98454457364339
1.0,3.0,26.99123755257089
1.0,4.0,26.80867753623189
1.0,5.0,27.12204071569457
1.0,6.0,28.44861336580087
1.0,7.0,27.450371683194863
1.0,8.0,27.16216211901155
1.0,9.0,28.67104853479853
2.0,-49.0,28.38946540880503
2.0,-48.0,28.001043566362725
2.0,-47.0,28.08758012820513
2.0,-46.0,27.805877862595423
2.0,-45.0,27.9024537037037
2.0,-44.0,28.129608338627357
2.0,-43.0,27.96166666666668
2.0,-42.0,27.84697916666667
2.0,-41.0,27.940177777777766
2.0,-40.0,27.836351351351343
2.0,-39.0,27.9689024390244
2.0,-38.0,27.49838709677419
2.0,-37.0,27.86666666666667
2.0,-36.0,28.080476190476194
2.0,-35.0,27.761979166666666
2.0,-34.0,28.315625
2.0,-33.0,28.275
2.0,-32.0,28.16
2.0,-31.0,28.42139671361502
2.0,-30.0,28.39326923076921
2.0,-29.0,28.15681493390497
2.0,-28.0,27.884899213372695
2.0,-27.0,27.97140804597702
2.0,-26.0,28.250862998921214
2.0,-25.0,28.295714285714286
2.0,-24.0,28.238502109704623
2.0,-23.0,28.793974329315052
2.0,-22.0,28.64863247863249
2.0,-21.0,28.641111111111112
2.0,-20.0,28.68548387096775
2.0,-19.0,28.106827309236913
2.0,-18.0,27.44497348484847
2.0,-17.0,27.784615384615368
2.0,-16.0,28.451785714285712
2.0,-15.0,28.386403508771906
2.0,-14.0,28.38437500000001
2.0,-13.0,28.452482269503545
2.0,-12.0,28.592461509844327
2.0,-11.0,28.823907103825146
2.0,-10.0,28.519853697889385
2.0,-9.0,29.140768678160896
2.0,-8.0,29.43505154639175
2.0,-7.0,29.175326215895623
2.0,-6.0,28.82565374149664
2.0,-5.0,29.16087824351297
2.0,-4.0,28.34481666382204
2.0,-3.0,28.055642779839225
2.0,-2.0,29.058615819209066
2.0,-1.0,27.49021097046413
2.0,-0.0,27.3557726725176
2.0,1.0,28.083333333333336
2.0,2.0,27.057206025267234
2.0,3.0,27.240108494316893
2.0,4.0,27.406592592592567
2.0,5.0,26.910423976608186
2.0,6.0,27.12300833686591
2.0,7.0,26.645069830402498
2.0,8.0,27.619108721022005
2.0,9.0,27.701467991169967
2.0,10.0,29.016578947368426
3.0,-51.0,27.35
3.0,-50.0,28.111875
3.0,-49.0,28.174153439153446
3.0,-48.0,27.832166666666673
3.0,-47.0,28.000910596026515
3.0,-46.0,28.18295158286777
3.0,-45.0,28.09409448818896
3.0,-44.0,28.03060763888889
3.0,-43.0,27.795281124498
3.0,-42.0,27.857862903225804
3.0,-41.0,27.71701388888889
3.0,-40.0,27.716165865384607
3.0,-39.0,27.67675438596491
3.0,-38.0,27.932905982905982
3.0,-37.0,27.614367816091967
3.0,-36.0,27.94523809523809
3.0,-35.0,28.22750000000001
3.0,-34.0,28.21125000000001
3.0,-33.0,28.079314337756955
3.0,-32.0,28.194587458745872
3.0,-31.0,27.47945205479451
3.0,-30.0,27.975663082437297
3.0,-29.0,28.08298345629336
3.0,-28.0,27.626430979133268
3.0,-27.0,27.9258378216637
3.0,-26.0,28.12368058232475
3.0,-25.0,28.121171742808784
3.0,-24.0,28.700318526170783
3.0,-23.0,28.58602593649401
3.0,-22.0,28.19432234432239
3.0,-21.0,28.247070678665253
3.0,-20.0,28.291825902335468
3.0,-19.0,27.72105263157895
3.0,-18.0,28.61830303030303
3.0,-17.0,29.114717514124308
3.0,-16.0,28.334776536312837
3.0,-15.0,28.220987654320997
3.0,-14.0,28.790238095238102
3.0,-13.0,28.10108655616941
3.0,-12.0,28.52423629829289
3.0,-11.0,28.784354166666635
3.0,-10.0,29.309514477401127
3.0,-9.0,28.96867063492061
3.0,-8.0,28.513616071428576
3.0,-7.0,28.896555555555548
3.0,-6.0,29.283013698630125
3.0,-5.0,29.031765676567648
3.0,-4.0,27.80688405797101
3.0,-3.0,27.253062678062676
3.0,-2.0,27.08877840909091
3.0,-1.0,27.79030662710194
3.0,-0.0,26.943088737201386
3.0,1.0,26.90734126984127
3.0,2.0,27.91420926899185
3.0,3.0,27.7321279212792
3.0,4.0,27.29497790960763
3.0,5.0,27.333894269572202
3.0,6.0,27.15168832071842
3.0,7.0,26.89678979125899
3.0,8.0,27.094826219787198
3.0,9.0,27.43903786263488
3.0,10.0,27.238275613275622
4.0,-52.0,28.3
4.0,-51.0,28.076216356107675
4.0,-50.0,28.143831615120266
4.0,-49.0,28.136200248756214
4.0,-48.0,27.98229024943309
4.0,-47.0,28.270861081274628
4.0,-46.0,28.126241134751787
4.0,-45.0,28.099162929745873
4.0,-44.0,27.88886954781914
4.0,-43.0,27.764110476190485
4.0,-42.0,27.7946953405018
4.0,-41.0,27.87535460992906
4.0,-40.0,27.72977642276423
4.0,-39.0,27.83799319727891
4.0,-38.0,27.853100046748896
4.0,-37.0,27.88563973063972
4.0,-36.0,27.74434707903779
4.0,-35.0,27.62539434523808
4.0,-34.0,27.879421923106122
4.0,-33.0,27.676081081081072
4.0,-32.0,27.900199004975125
4.0,-31.0,27.553044871794853
4.0,-30.0,27.976197318007628
4.0,-29.0,27.97068713450293
4.0,-28.0,28.26128691983121
4.0,-27.0,28.575640490379037
4.0,-26.0,28.62989205526768
4.0,-25.0,28.32032700421938
4.0,-24.0,28.318356986121863
4.0,-23.0,28.544492528445744
4.0,-22.0,28.577306273062728
4.0,-21.0,28.65933133732533
4.0,-20.0,28.819599627560514
4.0,-19.0,29.06254826254827
4.0,-18.0,29.09423592493297
4.0,-17.0,28.818918918918875
4.0,-16.0,28.77594627594625
4.0,-15.0,29.16318591318596
4.0,-14.0,28.858945490340858
4.0,-13.0,28.592347756410252
4.0,-12.0,28.94951770451776
4.0,-11.0,28.46553639846745
4.0,-10.0,28.54841207349079
4.0,-9.0,28.057860358798948
4.0,-8.0,28.059108384570425
4.0,-7.0,27.824435006435014
4.0,-6.0,27.685904535864967
4.0,-5.0,27.38563706563705
4.0,-4.0,26.89592812460112
4.0,-3.0,27.494717787114876
4.0,-2.0,27.214696755918986
4.0,-1.0,27.23571639920125
4.0,-0.0,27.661794605809106
4.0,1.0,27.63954124579125
4.0,2.0,28.26309156378598
4.0,3.0,27.973552394680496
4.0,4.0,27.63778161330831
4.0,5.0,28.70214582172503
4.0,6.0,27.987165979530076
4.0,7.0,27.265361245655235
4.0,8.0,27.707405341446897
4.0,9.0,28.913813044085487
4.0,10.0,27.305561431623925
5.0,-53.0,27.90465086034413
5.0,-52.0,28.495497637619877
5.0,-51.0,28.16181353767561
5.0,-50.0,28.294866071428565
5.0,-49.0,27.9545358649789
5.0,-48.0,28.123880597014928
5.0,-47.0,28.381270627062698
5.0,-46.0,28.256199156746025
5.0,-45.0,28.055544871794872
5.0,-44.0,27.99468892864241
5.0,-43.0,27.876900858704165
5.0,-42.0,27.51392290249435
5.0,-41.0,27.73950396825397
5.0,-40.0,27.724416666666666
5.0,-39.0,27.7492528735632
5.0,-38.0,27.584727025996433
5.0,-37.0,27.958720619658088
5.0,-36.0,27.835111731843572
5.0,-35.0,27.772570921985803
5.0,-34.0,27.927623299319745
5.0,-33.0,27.621611111111132
5.0,-32.0,28.122076023391827
5.0,-31.0,28.49171122994653
5.0,-30.0,28.13845892203033
5.0,-29.0,28.02415134726772
5.0,-28.0,28.294763440860205
5.0,-27.0,28.475919350399128
5.0,-26.0,28.739975490196155
5.0,-25.0,28.49765232358003
5.0,-24.0,28.543788732394404
5.0,-23.0,28.645055932403487
5.0,-22.0,28.790380952380943
5.0,-21.0,28.805216802168022
5.0,-20.0,28.962135826771693
5.0,-19.0,29.029996096799394
5.0,-18.0,29.258605870020986
5.0,-17.0,28.966163793103398
5.0,-16.0,29.10749619482493
5.0,-15.0,28.88217083333332
5.0,-14.0,29.14402925531919
5.0,-13.0,29.381746915762943
5.0,-12.0,28.948845545401106
5.0,-11.0,28.384160937102042
5.0,-10.0,28.140495194020282
5.0,-9.0,27.92333864118897
5.0,-8.0,28.0
5.0,-7.0,28.365974025974026
5.0,-6.0,27.75441347270616
5.0,-5.0,27.199635036496353
5.0,-4.0,27.110670583366595
5.0,-3.0,27.556283378457287
5.0,-2.0,28.18591004597384
5.0,-1.0,27.380746776054988
5.0,-0.0,28.014395238095226
5.0,1.0,27.07830459770116
5.0,2.0,26.92921810699588
5.0,3.0,27.038269054178123
5.0,4.0,27.518817204301037
5.0,5.0,28.66281160281161
5.0,6.0,27.761716247139592
5.0,7.0,27.10833333333333
5.0,8.0,25.17261904761905
5.0,9.0,29.0
5.0,10.0,29.0
6.0,-56.0,28.0
6.0,-55.0,27.35
6.0,-54.0,27.68321428571429
6.0,-53.0,27.667666666666666
6.0,-52.0,28.292422199705435
6.0,-51.0,28.65062300018822
6.0,-50.0,27.93510606060607
6.0,-49.0,28.01388888888889
6.0,-48.0,27.933941102756872
6.0,-47.0,28.187920265780765
6.0,-46.0,28.176179245283013
6.0,-45.0,28.23075396825397
6.0,-44.0,28.155824561403517
6.0,-43.0,28.15350140056023
6.0,-42.0,28.131915113871628
6.0,-41.0,28.079559426229487
6.0,-40.0,28.05985936523369
6.0,-39.0,27.56298801080713
6.0,-38.0,28.63072727272727
6.0,-37.0,28.454760348583907
6.0,-36.0,28.08437751004014
6.0,-35.0,28.11481481481481
6.0,-34.0,28.28773148148146
6.0,-33.0,28.26449704142012
6.0,-32.0,27.86386503067481
6.0,-31.0,28.01537037037035
6.0,-30.0,28.289107547781025
6.0,-29.0,28.46923763736266
6.0,-28.0,28.86944030554506
6.0,-27.0,28.615287769784175
6.0,-26.0,28.22318302068302
6.0,-25.0,27.71333333333333
6.0,-24.0,28.26168727106225
6.0,-23.0,28.44691801720691
6.0,-22.0,28.670335041189517
6.0,-21.0,28.65341760299623
6.0,-20.0,28.501462585034016
6.0,-19.0,28.29259954138
6.0,-18.0,28.872937293729358
6.0,-17.0,28.82829523809525
6.0,-16.0,27.681887755102025
6.0,-15.0,27.615852941176467
6.0,-14.0,27.9253092243186
6.0,-13.0,27.50927925675951
6.0,-12.0,27.58623067821065
6.0,-11.0,27.84302525669577
6.0,-10.0,27.711130952380948
6.0,-3.0,28.05
6.0,-2.0,29.0
6.0,-1.0,28.33333333333333
6.0,-0.0,28.010419778958305
6.0,1.0,28.03701321840339
6.0,2.0,28.47137627640624
6.0,3.0,28.365354560050363
6.0,4.0,28.30234741784037
6.0,5.0,28.67857142857143
7.0,-58.0,30.13333333333333
7.0,-57.0,25.0
7.0,-56.0,28.570666666666664
7.0,-55.0,28.256027777777792
7.0,-54.0,28.017540922619034
7.0,-53.0,28.448034825870643
7.0,-52.0,28.698419658172003
7.0,-51.0,28.269940656955004
7.0,-50.0,27.915211640211638
7.0,-49.0,27.989894514767947
7.0,-48.0,28.112208588957056
7.0,-47.0,27.672799107142854
7.0,-46.0,28.81660606060604
7.0,-45.0,29.172368421052628
7.0,-44.0,28.514470134874788
7.0,-43.0,29.0062037037037
7.0,-42.0,29.349468864468864
7.0,-41.0,28.975661375661396
7.0,-40.0,28.424468085106398
7.0,-39.0,28.58976430976429
7.0,-38.0,28.07666666666665
7.0,-37.0,28.835265700483074
7.0,-36.0,27.49166666666667
7.0,-35.0,27.963768115942024
7.0,-34.0,28.118007246376838
7.0,-33.0,27.93853825136612
7.0,-32.0,28.08068728522337
7.0,-31.0,28.16906015037593
7.0,-30.0,27.797575757575764
7.0,-29.0,27.511795918367344
7.0,-28.0,27.39657534246575
7.0,-27.0,27.744100204498988
7.0,-26.0,27.937278571428585
7.0,-25.0,28.11742273730683
7.0,-24.0,27.41690459432645
7.0,-23.0,27.818220515199908
7.0,-22.0,27.648039333133664
7.0,-21.0,28.033707165109053
7.0,-20.0,27.84611965811968
7.0,-19.0,27.7305075445816
7.0,-18.0,27.45610074626866
7.0,-17.0,28.21254974557612
7.0,-16.0,28.036605390494252
7.0,-15.0,27.68780075187972
7.0,-14.0,27.992526411614858
7.0,-13.0,28.346813708513714
7.0,-12.0,28.531306306306305
7.0,-11.0,28.417857142857148
8.0,-77.0,28.89656084656085
8.0,-76.0,28.0
8.0,-59.0,29.5
8.0,-58.0,29.93269230769231
8.0,-57.0,28.47640425531916
8.0,-56.0,27.797241379310336
8.0,-55.0,27.687326662065786
8.0,-54.0,28.488861772486786
8.0,-53.0,28.25924242424243
8.0,-52.0,28.25961546856505
8.0,-51.0,28.03390792680705
8.0,-50.0,28.153179548521663
8.0,-49.0,28.159710884353746
8.0,-48.0,27.68388098829273
8.0,-47.0,27.898444816053534
8.0,-46.0,28.63048552754435
8.0,-45.0,27.943192640692658
8.0,-44.0,28.46938596491228
8.0,-43.0,27.969750000000005
8.0,-42.0,28.79540229885057
8.0,-41.0,28.12824858757061
8.0,-40.0,28.17584702380948
8.0,-39.0,29.067479674796747
8.0,-38.0,27.26953106861649
8.0,-37.0,28.5082183908046
8.0,-36.0,28.13478260869565
8.0,-35.0,27.5501875
8.0,-34.0,27.33811791383221
8.0,-33.0,26.521793650793644
8.0,-32.0,27.60010964912281
8.0,-31.0,27.513431161971287
8.0,-30.0,27.47922093338759
8.0,-29.0,27.039962767616785
8.0,-28.0,27.171638154027015
8.0,-27.0,27.69174718196457
8.0,-26.0,27.59277849493211
8.0,-25.0,27.827714285714286
8.0,-24.0,27.256275764037
8.0,-23.0,27.878597439974985
8.0,-22.0,27.65061568675089
8.0,-21.0,27.537767724867702
8.0,-20.0,27.783284789644004
8.0,-19.0,27.836569579288025
8.0,-18.0,27.827751491254677
8.0,-17.0,28.21849391877964
8.0,-16.0,29.05777734065691
8.0,-15.0,28.738872425819782
8.0,-14.0,28.540928950774322
8.0,-13.0,28.18659794829385
9.0,-82.0,28.149414600550962
9.0,-81.0,27.51597222222221
9.0,-80.0,28.818797439003838
9.0,-79.0,28.55277777777778
9.0,-78.0,28.79545454545455
9.0,-77.0,28.526344086021513
9.0,-76.0,29.0
9.0,-60.0,29.87083333333333
9.0,-59.0,29.01190476190477
9.0,-58.0,28.0660294117647
9.0,-57.0,27.745159574468065
9.0,-56.0,28.01045171339563
9.0,-55.0,28.488091397849466
9.0,-54.0,28.69003434065934
9.0,-53.0,28.45610256410257
9.0,-52.0,28.309781021897788
9.0,-51.0,28.294408288681012
9.0,-50.0,28.673223312495512
9.0,-49.0,27.825413647343012
9.0,-48.0,27.288920807453426
9.0,-47.0,27.04730618817574
9.0,-46.0,28.12149870801035
9.0,-45.0,28.11083102892036
9.0,-44.0,28.368252595155692
9.0,-43.0,28.824248120300744
9.0,-42.0,28.437996031746028
9.0,-41.0,28.22200264550266
9.0,-40.0,27.53162473140639
9.0,-39.0,27.20197435897436
9.0,-38.0,28.461271186440644
9.0,-37.0,28.144611704494892
9.0,-36.0,27.84666666666665
9.0,-35.0,27.43215773809523
9.0,-34.0,27.198
9.0,-33.0,27.81712962962964
9.0,-32.0,25.637543859649128
9.0,-31.0,25.744438565549675
9.0,-30.0,27.32773711137348
9.0,-29.0,26.365148940633503
9.0,-28.0,27.26913181619604
9.0,-27.0,26.35379170966629
9.0,-26.0,26.623957699394413
9.0,-25.0,26.452457983193273
9.0,-24.0,27.038095238095273
9.0,-23.0,27.148562981733715
9.0,-22.0,27.04876543209877
9.0,-21.0,27.014057400932394
9.0,-20.0,27.55529816513763
9.0,-19.0,27.115177304964533
9.0,-18.0,28.23906250000001
9.0,-17.0,28.746952991452986
9.0,-16.0,27.721367122265995
9.0,-15.0,28.149893883893885
9.0,-14.0,28.543003362264447
9.0,-13.0,26.66875
10.0,-83.0,28.200632846177484
10.0,-82.0,28.513583922076894
10.0,-81.0,28.686689463139118
10.0,-80.0,28.643777867416205
10.0,-79.0,28.081510443196663
10.0,-78.0,28.6510317334982
10.0,-77.0,28.599240649119555
10.0,-76.0,28.574153982340803
10.0,-75.0,29.385714285714283
10.0,-74.0,29.5
10.0,-72.0,28.59333333333333
10.0,-68.0,26.13631514334129
10.0,-67.0,26.0
10.0,-66.0,24.9
10.0,-65.0,25.69733695293
10.0,-64.0,27.25
10.0,-63.0,31.0
10.0,-62.0,28.290964287852674
10.0,-61.0,28.21335279468629
10.0,-60.0,27.55035714285714
10.0,-59.0,27.975223834325398
10.0,-58.0,28.361271382339353
10.0,-57.0,28.164679232804232
10.0,-56.0,28.33093274853801
10.0,-55.0,28.304861111111112
10.0,-54.0,28.323400214018182
10.0,-53.0,28.424699699699715
10.0,-52.0,28.15554050355775
10.0,-51.0,28.976528571428545
10.0,-50.0,29.41164965986397
10.0,-49.0,28.75972095949588
10.0,-48.0,29.153552322163424
10.0,-47.0,27.235912698412704
10.0,-46.0,27.276666666666674
10.0,-45.0,27.549122807017554
10.0,-44.0,27.51741596638655
10.0,-43.0,26.989733333333344
10.0,-42.0,27.319054982817875
10.0,-41.0,27.03743464052287
10.0,-40.0,26.805815602836905
10.0,-39.0,25.45254836309524
10.0,-38.0,26.279698255539866
10.0,-37.0,27.039793231848076
10.0,-36.0,27.750980800808385
10.0,-35.0,26.584755617035583
10.0,-34.0,25.69678466076693
10.0,-33.0,26.324337349397588
10.0,-32.0,27.284313725490193
10.0,-31.0,26.98076923076923
10.0,-30.0,27.49565217391304
10.0,-29.0,27.540976469766804
10.0,-28.0,26.128340997343145
10.0,-27.0,25.51314070351761
10.0,-26.0,25.79210208741029
10.0,-25.0,25.339311294765853
10.0,-24.0,25.65861084298582
10.0,-23.0,25.375636819320988
10.0,-22.0,26.364993894993898
10.0,-21.0,26.6832264957265
10.0,-20.0,26.86277447089948
10.0,-19.0,28.06596244131455
10.0,-18.0,27.89594874591057
10.0,-17.0,26.88322267120565
10.0,-16.0,26.4202438577048
10.0,-15.0,27.265619967793878
10.0,-14.0,27.8025
11.0,-84.0,30.0
11.0,-83.0,27.766252616431192
11.0,-82.0,28.542082077569862
11.0,-81.0,28.47916666666667
11.0,-80.0,28.826459469295912
11.0,-79.0,28.43211443174037
11.0,-78.0,28.476393467643465
11.0,-77.0,28.2549923023836
11.0,-76.0,28.351972896544194
11.0,-75.0,28.104708961094584
11.0,-74.0,27.746100507079984
11.0,-73.0,27.5
11.0,-72.0,26.909523809523808
11.0,-71.0,23.5
11.0,-69.0,26.73333333333333
11.0,-68.0,27.88260869565217
11.0,-67.0,27.195942028985506
11.0,-66.0,26.500000000000004
11.0,-65.0,26.480952380952377
11.0,-64.0,27.14148809523809
11.0,-63.0,27.95275862068965
11.0,-62.0,28.012185024043198
11.0,-61.0,28.30474600825179
11.0,-60.0,28.018492968041315
11.0,-59.0,27.86616915422884
11.0,-58.0,28.35080246913579
11.0,-57.0,28.565045248868785
11.0,-56.0,28.195183982683982
11.0,-55.0,28.090035460992908
11.0,-54.0,28.128166666666665
11.0,-53.0,27.866981132075466
11.0,-52.0,26.87604015334947
11.0,-51.0,28.16093406593407
11.0,-50.0,27.770014005602256
11.0,-49.0,27.907490079365072
11.0,-48.0,27.800137220980343
11.0,-47.0,27.45529635258361
11.0,-46.0,27.18674242424242
11.0,-45.0,27.668779342722978
11.0,-44.0,26.974270853524576
11.0,-43.0,25.99679311057455
11.0,-42.0,25.76854901960784
11.0,-41.0,25.86480116959062
11.0,-40.0,25.688441558441557
11.0,-39.0,25.484471544715447
11.0,-38.0,25.15248219828156
11.0,-37.0,26.874408983451524
11.0,-36.0,26.938978224455624
11.0,-35.0,27.54119355832945
11.0,-34.0,27.552569792412314
11.0,-33.0,26.858001853435983
11.0,-32.0,26.28291005291006
11.0,-31.0,25.68864468864469
11.0,-30.0,25.214220610119014
11.0,-29.0,26.219047619047608
11.0,-28.0,26.350925528105968
11.0,-27.0,26.197769607843128
11.0,-26.0,26.279234839234853
11.0,-25.0,25.94564599483205
11.0,-24.0,26.242292328042325
11.0,-23.0,25.538431038248106
11.0,-22.0,23.99680059523809
11.0,-21.0,24.49043844602931
11.0,-20.0,25.969492753623186
11.0,-19.0,25.41837121212121
11.0,-18.0,26.183045949057192
11.0,-17.0,26.194437590187587
11.0,-16.0,26.766666666666666
11.0,-15.0,27.94
12.0,-84.0,28.0
12.0,-83.0,28.30841239721696
12.0,-82.0,28.2085048040944
12.0,-81.0,28.469050722425717
12.0,-80.0,28.752580843830838
12.0,-79.0,28.085687163244497
12.0,-78.0,28.155203913050148
12.0,-77.0,28.09741237774572
12.0,-76.0,28.084293314260808
12.0,-75.0,27.996302841556002
12.0,-74.0,27.536967315994715
12.0,-73.0,27.5752487027383
12.0,-72.0,26.772104301860338
12.0,-71.0,26.942112427889253
12.0,-70.0,27.552112227726216
12.0,-69.0,27.88126748091452
12.0,-68.0,27.64826337370721
12.0,-67.0,27.57362752937939
12.0,-66.0,27.42141040507112
12.0,-65.0,27.77778810611003
12.0,-64.0,27.74729390681004
12.0,-63.0,28.01832984369276
12.0,-62.0,28.11493152576968
12.0,-61.0,28.252677117855672
12.0,-60.0,28.522419852998663
12.0,-59.0,27.86771335807052
12.0,-58.0,28.67780725153129
12.0,-57.0,28.536780707025212
12.0,-56.0,28.60009193121693
12.0,-55.0,27.6615663124754
12.0,-54.0,27.976778388278376
12.0,-53.0,28.380294930875568
12.0,-52.0,28.04158366512705
12.0,-51.0,27.93411091018689
12.0,-50.0,27.377508278928968
12.0,-49.0,27.16438557330828
12.0,-48.0,27.424357073391512
12.0,-47.0,27.132493000917567
12.0,-46.0,26.874913171120035
12.0,-45.0,26.46821739130434
12.0,-44.0,26.000196969696965
12.0,-43.0,26.084388632872486
12.0,-42.0,25.93132534132536
12.0,-41.0,26.65185185185185
12.0,-40.0,26.83333333333334
12.0,-39.0,25.47580688542227
12.0,-38.0,25.654533847535202
12.0,-37.0,27.20332912457915
12.0,-36.0,27.441774605692128
12.0,-35.0,26.22410714285713
12.0,-34.0,26.60515873015873
12.0,-33.0,26.54
12.0,-32.0,26.794220438584038
12.0,-31.0,26.052818627450986
12.0,-30.0,25.891370370370364
12.0,-29.0,26.168515815085144
12.0,-28.0,26.010657752016826
12.0,-27.0,26.856700361604233
12.0,-26.0,25.64429591836736
12.0,-25.0,25.55311265969799
12.0,-24.0,25.251326731282486
12.0,-23.0,26.12189816999104
12.0,-22.0,25.539177777777766
12.0,-21.0,25.187930711610484
12.0,-20.0,25.340393700787395
12.0,-19.0,23.23862121212121
12.0,-18.0,25.94872170421689
12.0,-17.0,25.320832586953287
12.0,-16.0,27.05
13.0,-87.0,30.0
13.0,-83.0,29.0
13.0,-82.0,28.15905200584939
13.0,-81.0,28.27349401509237
13.0,-80.0,28.72394600568514
13.0,-79.0,28.768757142857147
13.0,-78.0,28.005863889771188
13.0,-77.0,28.239082940868684
13.0,-76.0,28.274771691441583
13.0,-75.0,28.30279675223968
13.0,-74.0,28.03011363636364
13.0,-73.0,27.519142857142874
13.0,-72.0,27.455849401448887
13.0,-71.0,27.762519995364045
13.0,-70.0,27.87771156123621
13.0,-69.0,28.1148638267742
13.0,-68.0,27.958124034274462
13.0,-67.0,28.126873706004144
13.0,-66.0,28.05392172961137
13.0,-65.0,27.579297112461987
13.0,-64.0,27.794255840913138
13.0,-63.0,27.93681592039801
13.0,-62.0,28.00634362098312
13.0,-61.0,27.61432296228591
13.0,-60.0,28.352629918590285
13.0,-59.0,28.955837477027877
13.0,-58.0,28.80006944444443
13.0,-57.0,28.29342206790124
13.0,-56.0,28.711588785046736
13.0,-55.0,28.36577904761904
13.0,-54.0,28.320989438576994
13.0,-53.0,27.585617346938786
13.0,-52.0,26.89839339339339
13.0,-51.0,27.80729166666665
13.0,-50.0,27.88405208333333
13.0,-49.0,28.16506872852237
13.0,-48.0,27.64480187695517
13.0,-47.0,26.56460487225193
13.0,-46.0,25.985046811273843
13.0,-45.0,25.899017051264945
13.0,-44.0,26.144591208791212
13.0,-43.0,25.670002903600476
13.0,-42.0,25.38647496087635
13.0,-41.0,25.60377961065847
13.0,-40.0,27.29865568083721
13.0,-39.0,26.71930124125264
13.0,-38.0,27.098016537555985
13.0,-37.0,27.621347927923516
13.0,-36.0,27.307460937499968
13.0,-35.0,27.71243279569893
13.0,-34.0,28.204292960662485
13.0,-33.0,25.538031914893608
